Gene	Family Member	PMID	Species	Organ	Tissues/Cell line	Experiment	# Replicates	Control	Quality/Fold Change
Rrs1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.3149750224
Incenp	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.0860725139
Tomm40	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.413735313
Cdc2a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.418204788
Cdca5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.5513427636
C79407	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.4849177842
Rcc1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.1070636747
Ralgps2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.5806933246
Eif5a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3620415394
Ets1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.1443605798
Slc7a5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.3535361179
Snrpa	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0767402605
Sesn3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.2258555258
Gimap4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-9.9343731825
Tuba1b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9042737063
Jak1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.5430212585
Rap1b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6304233127
Tfdp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.311571799
Mcm5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.002712736
Morf4l2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3720046791
Dnmt1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5838018976
Sgms1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1825660403
Ranbp5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2451705865
Dazap1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.294255303
Mcl1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6809710565
Spib	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.0387897865
Mcm7	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.2810107422
Uck2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9994180379
Ptpn6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4705662616
Cks1b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	7.954089726
1300001I01Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.6224201873
H2afz	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.1694964961
Plk1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.4116354389
Mki67ip	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8054208898
Rcc2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.6715740746
Tnfrsf13b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3144010527
A930001N09Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1226697387
Ckap2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.4163616972
Mcm6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.7052432272
Stil	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.6577057485
Slc15a4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.8453020765
Vdac1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0876296816
Igl-V1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-14.2147676807
Cdc20	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.6840627659
Gcsh	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.8560560609
Mtm1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.4666293122
Ywhae	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0782678544
Nme1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7870143724
Spag5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9573620197
Mif	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.6785497325
Pdss1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0140892376
Pecam1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4214622624
Shmt1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9653523878
Foxo1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2057909996
Hdgf	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.4559463327
Pip4k2a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.0176408589
Mcm3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8999412503
Add3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.4922005388
Phgdh	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.2190495599
Scotin	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-9.8230314445
Prmt5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8179027577
Ccna2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.1325497679
Aurkb	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.5766095105
Rpa2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0881630766
Ampd2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.4344039613
Phb	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.4848820701
Pa2g4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8037961192
2410015N17Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.4026793178
Lmbrd1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.39245468
Smc2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.1739383288
Dtx1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-5.3571746374
Phgdh	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.4318249851
H2afz	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.0740943855
Cd22	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.7274636628
Tec	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5464316951
Vat1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0571640485
Ipo7	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2434340727
Snhg1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9114464442
Cad	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.3195145799
Stmn1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.5092618653
Nuf2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.4221481811
Kif22	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.0530393243
Cenpa	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.9227919624
Sell	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-5.5078617813
Ncapg2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.8778816884
Dtymk	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.643330691
Zfp36l1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.3835593671
Srgn	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.1589021945
Mybl2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1508725042
Mthfd1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3414278613
Tada2l	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.93192014
Ppan	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.5074344327
Trip13	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.0628843711
Exo1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8787834687
Tardbp	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0484901992
Plk4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.6630395695
Shmt2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7908516289
Rad51	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.5036247815
2810417H13Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.7399046215
Tcp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0891723283
1110019J04Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8390347724
Gga2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2518246374
Ube2c	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.316671846
Ezh2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.0502615825
C1qbp	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.1921964791
Wdr43	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.744129063
Pgk1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2266246299
Pyhin1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-9.560399108
Snrpd1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.8511009011
Ppa1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9860691935
Tnpo3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1565709026
Nolc1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.5266308679
Ruvbl1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9171724086
Hprt1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0049504154
Nusap1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0273668725
Slc16a1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	12.0804135834
Morf4l2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.4879540264
Pgam1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8230808039
Timm8a1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.5599138939
Nutf2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.6592482808
Hmgb2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.6763311892
Cdca7	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.7233514456
Noc4l	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1473659837
Sh3kbp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4353196617
Thoc4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1966609231
Srm	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.7543432243
Erh	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.3707421023
Tpi1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.6606229689
Nol5a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7333576802
Kpnb1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2057988722
Larp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5907444426
Mylc2b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1188888683
Siva1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7963138151
Psmg1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5435330942
Prkcb1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6399884808
Lig1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.212216805
Tipin	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.0890030376
Lrrc58	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9154049513
Cnn2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.2641908221
Rfc5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2187706374
Nol5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.4533768314
Syk	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.2582230237
Gars	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7331522857
Tomm20	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.0841439549
Bzw2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.9687924961
Rsl1d1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0987524644
Npm1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2644053397
Paics	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.646468568
H2-L	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.8303236927
Ung	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.8022981776
Eno1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.234223391
Prim1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.524853773
BC053440	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.4857727
Mad2l1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.4173420313
Ran	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.6017688404
Nutf2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5502361847
Nat5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0857769197
Nola3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1555226914
Eif4e	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1254106425
Rad51ap1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7140120206
Racgap1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.392603042
LOC672450	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-10.1719193207
Cdc7	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1111299056
Kpna2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.5700980852
Cct6a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5708112184
Fkbp1a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3755679109
Cdc45l	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9931928433
Phgdh	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.4279124356
D10Ertd322e	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3772934205
Shcbp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.1324690084
Atp13a3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3593327492
Cd37	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6706035369
Csda	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.1374440091
Nol1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8196461337
Cbx3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5290091382
Dtl	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8588875693
Ncl	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2593127165
Smyd2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	9.2431649113
Hells	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.9712353124
Nudcd2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.5697166597
14-Sep	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0424729082
Tomm20	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5603938528
Prps1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3375296947
Cdca7l	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.5831447338
Uhrf1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.7959091088
Nsun2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9811457346
Eif4g1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0853243655
Timm8a1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0839093741
Rrp1b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.1464997051
Gnl3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.1554669337
Phb2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1857374208
Bub1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.4157634958
Ppp1r14b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1126037899
Ccdc99	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1334663925
Smap1l	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.3661872308
Rrm1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1756433932
Mcm2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5159493098
Nola2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.1415533998
Tmem97	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1442135785
Sfxn1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.9589375344
Mat2a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1371969651
Thop1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0258277746
Ncapd2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.1713792408
Hmgb3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.6994597793
Cks2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.4581556305
Npm1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0465490032
1500001M20Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2996946997
Gins1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.260380737
D9Ertd306e	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2839271509
Ruvbl2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2856649569
Fignl1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0642033838
Hvcn1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.5378453401
Mki67	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	8.1508733743
Blk	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.0876519085
Cacybp	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.35560163
Apex1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7151581333
Mrpl12	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.0223121917
Pde4b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.486422015
Hk2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7752396277
Ran	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7978055402
Slc19a1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1561035414
Hspd1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.9862885231
Mcart6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3414896072
Psat1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.036504348
Stat4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-5.7177032669
Pebp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3351795016
Nup155	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2901536347
Jak2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5757647182
Setd8	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8666892396
Jtv1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0083792183
Blm	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0899906951
A430107D22Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.1572853899
Pold2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5668180931
Hmgn2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.4502818552
Cycs	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5351780555
Acp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3527634995
Ctps	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.4888006712
Il4ra	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2615412956
Pyhin1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-6.3506998088
Atad3a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.1811170596
Hmga1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.9525312449
Limd2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.46522201
Gart	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.1878604655
Elovl6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.3690570356
C4b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3165736929
Dcn	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	5.07997306
Cisd1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.3279702762
Dbi	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2607470434
